en,zh,BLEU,BERTSCORE_F1,BERTSCORE_P,BERTSCORE_R,EN_LEN
So we created some budget savings  that we used to implement the project.,结果我们最终 还节约了一部分预算.,0.12383751369380655,0.3973920941352844,0.32470497488975525,0.512008011341095,15
And the first implementation was to think  about how we could make the building self-sufficient in terms of energy  in a city that has electricity cuts almost every day.,"构造阶段的第一个问题就是思考 如何保证大厦能够在电力上自给自足, 因为所在的城市几乎每天都要拉闸限电.",0.12427280164767711,0.4093835651874542,0.3686700463294983,0.46020564436912537,34
So we created a huge asset by placing photovoltaics there on the roof.,于是我们在屋顶铺上了很多的太阳能电池板.,0.14343084272639836,0.39358556270599365,0.3386772572994232,0.4697429835796356,14
And then under those panels  we thought about the roof like a new public space with gathering areas and bars  that would create this urban oasis.,"接着我们想, 能不能在屋顶, 在这些太阳能电池板下面, 放置一些桌椅用来休息, 让这里成为城市中的绿洲, 供人们小憩.",5.9527983655429104e-05,0.5248364806175232,0.5749189257621765,0.4827803075313568,29
"And these porches on the roof,  all together they collect the water to reuse for sanitation on the inside.","屋顶上的这些游廊, 被集中利用来收集雨水, 用于建筑内部的清洁.",0.17267048857255707,0.41590404510498047,0.3923790156841278,0.44242987036705017,22
"Hopefully by the beginning of next year, because we are already on the fifth floor of the construction.","我们现在已经盖到第五层, 预计在明年初的时候完工.",0.12471116048742699,0.40500590205192566,0.3477400243282318,0.4848511815071106,20
"The second example is a master plan  of 2,000 apartments and facilities in the city of Tunis.",第二个案例是为突尼斯城规划一个 超过2000套个公寓及附属设施的建筑.,0.0,0.46424785256385803,0.4987640678882599,0.4341996908187866,19
"And for doing such a big project, the biggest project I've ever designed,  I really needed to understand the city of Tunis,  but also its surroundings and the tradition and culture.","做这么大规模的项目, 这是我做过的最大的项目, 我不仅需要非常深刻的理解突尼斯这个城市, 还需要理解与她相关的种种传统以及文化.",0.0,0.47353872656822205,0.5352826714515686,0.42456579208374023,38
"During that analysis I paid special attention to the medina  that is this 1,000-year-old structure that used to be closed by a wall,  opened by twelve different gates, connected by almost straight lines.","在分析的过程中我的注意力被一个阿拉伯人聚居区吸引, 这是一个有着一千多年历史的结构, 砖墙结构, 有12个门, 相互之间通过几乎是直线的道路相连.",2.13770604106825e-06,0.5198492407798767,0.5861773490905762,0.46700578927993774,42
"When I went to the site, the first design operation we did  was to extend the existing streets, creating 12 initial blocks  similar in size and characteristics to the ones we have in Barcelona  and other cities in Europe with these courtyards.","当我开始在图纸上规划, 我们做的第一件事情 就是延长周边的街道, 将大区块分割12个基本的小区块 在大小和特征上都类似于我们在巴塞罗那 和其它欧洲城市常见的街区规划.",0.1472684523889216,0.41353920102119446,0.4022301733493805,0.42550259828567505,48
"On top of that, we selected some strategic points  reminded of this idea of the gates and connecting them by straight lines,  and this modified this initial pattern.","在这些街区规划的基础上, 借鉴刚才提到的想法, 我们选择了一些关键点, 将这些关键点通过直线 连接起来, 改变了一开始的模式.",0.17574828152424649,0.4143892526626587,0.38382166624069214,0.4502469301223755,33
"And the last operation was to think about the cell,  the small cell of the project, like the apartment,  as an essential part of the master plan.","最后一步是考虑具体的区块内建筑的设计, 这些类似公寓的小隔间, 是构成这个巨大规划的基本组成部分.",0.14675441853527688,0.4166737496852875,0.3677777349948883,0.4805647134780884,33
"And for that I thought, what would be the best orientation  in the Mediterranean climate for an apartment?","这个时候我在想, 对于一个位于地中海气候的公寓, 什么样的朝向是最好的?",0.16355220476530755,0.3839055001735687,0.3304586708545685,0.45797646045684814,21
"And it's north-south, because it creates a thermal difference between both sides of the house  and then a natural ventilation.","答案是南北朝向, 可以利用房子南北两侧的温度差异, 创造了一个自然的穿堂风效果.",0.1727128596616164,0.40696510672569275,0.35755136609077454,0.47222715616226196,26
So we overlap a pattern that makes sure that most of the apartments  are perfectly oriented in that direction.,"于是我们实现了这种模式,让所有的公寓 都拥有完美的朝向.",0.16241046162912467,0.42515042424201965,0.35264259576797485,0.5351929664611816,21
And this is the result  that is almost like a combination of the European block and the Arab city.,"这是我们设计的效果, 像是一种结合, 阿拉伯城市风格与欧洲住宅风格的结合.",0.1477860999207395,0.43041157722473145,0.390202134847641,0.47986000776290894,21
"It has these blocks with courtyards,  and then on the ground floor  you have all these connections for the pedestrians.","有些建筑区块是带有走庭院的, 而周围地面上的 人行道能够完整的连接起来.",0.12427280164767711,0.38897693157196045,0.34449827671051025,0.4466437101364136,24
And also it responds to the local regulations that establish  a higher density on the upper levels and a lower density on the ground floor.,"同时她也满足的当地管理部门的需求, 上层建筑中的人口密度高, 地面人口密度不高.",0.0,0.47395581007003784,0.5301059484481812,0.4285615384578705,27
And it also reinforces this idea of the gates.,同时她也满足了我们对出入口之间连通性要求.,0.0,0.5152351260185242,0.5483854413032532,0.4858642518520355,10
"The volume has this connecting shape  that shades itself with three different types of apartments  and also lets the light go on the ground floor in a very dense neighborhood  And in the courtyards there are the different facilities,  such as a gym and a kindergarten  and close by, a series of commercial [spaces] that bring activity to the ground floor.","这个建筑群的相互连接的形状, 通过三个不同类型的公寓建筑, 起到遮阳的作用. 同时, 让阳光能够透过密集的建筑穿透到地表. 在这些中庭之间, 包含了许多不同的设施, 像是健身馆, 幼儿园等, 以及一系列商业设备, 让公共区域充满活力.",0.2104807837867058,0.42681974172592163,0.4456172585487366,0.4095439314842224,71
"The roof, which is my favorite space of the project  is almost like giving back to the community the space taken by the construction.","屋顶是这个项目中我最得意的部分, 这就像是将被这些建筑物占用的空间重新还给了社区.",0.12427280164767711,0.3938809335231781,0.3541879951953888,0.4435933232307434,27
"And it's where all the neighbors, they can go up and socialize,  and do activities such as having a two-kilometer run in the morning,  jumping from one building to another.","社区的人们可以爬上屋顶, 相互打打招呼聊聊天, 或者做一些运动, 像是在早晨的时候在屋顶上 跑个两公里, 或是在建筑之间来回跳跃.",0.17636821454060692,0.42130163311958313,0.4085036516189575,0.43492743372917175,39
"These two examples,  they have a common approach in the design process.","这两个案例 有一些共同点, 在设计过程中采用了同样的方法.",0.1477860999207395,0.4158077538013458,0.35482141375541687,0.5021098852157593,15
"And also, they are in emerging countries where you can see  the cities literally growing.","同样, 他们都位于新兴城市, 你能直观的看到 建筑物一个个拔地而起.",0.14830739937189438,0.4307742714881897,0.4194149374961853,0.44276607036590576,18
"In these cities, the impact of architecture in people's lives of today and tomorrow  changes the local communities and economies at the same speed as the buildings grow.","在这些城市, 建筑对于人们的影响, 无论当下还是未来 对当地社区及经济的影响, 跟建筑物建造的速度一样快.",0.16412911744265038,0.4003182351589203,0.37346264719963074,0.43133544921875,32
"For this reason, I see even more importance  to look at architecture finding simple but affordable solutions  that enhance the relationship between the community and the environment  and that aim to connect nature and people.","出于这个原因, 我觉得对于建筑设计而言, 这个权衡越来越重要, 即, 寻找简单并且足够便宜的方案, 能够增强和促进当地的人们与城市环境的关系, 并且能够让人很好的接近自然.",0.35149656304849297,0.42061731219291687,0.4012119770050049,0.44199520349502563,40
Thank you very much.,非常感谢.,21.3643503198117,0.737025797367096,0.7199063897132874,0.754979133605957,5
"So when I was eight years old,  a new girl came to join the class,  and she was so impressive,  as the new girl always seems to be.",我八岁的时候， 班里新来了个女生， 她如此引人注目， 就像所有新来的女孩那样。,0.14675441853527688,0.3987717032432556,0.34206217527389526,0.4780215620994568,35
"She had vast quantities of very shiny hair  and a cute little pencil case,  super strong on state capitals,  just a great speller.",她有一大把光泽的秀发 一个可爱的小文具盒 特别擅长记周分首都名字 在拼写上无人能比,0.0,0.40568041801452637,0.3613899350166321,0.46234330534935,29
"And I just curdled with jealousy that year,  until I hatched my devious plan.",那一年我整个人被嫉妒笼罩 直到我想出那个邪恶的计划,0.12340526446895762,0.4109731912612915,0.34876587986946106,0.5001888275146484,17
"So one day I stayed a little late after school,  a little too late, and I lurked in the girls' bathroom.",有一天我放学后又逗留了一会儿 其实留到挺晚的，我一直潜伏在女卫生间,0.0,0.40094876289367676,0.3411687910556793,0.4861287772655487,26
"When the coast was clear, I emerged,  crept into the classroom,  and took from my teacher's desk the grade book.",等时机一到，我就出动了 潜入教室 从老师桌子上拿了分数册,0.0,0.38831213116645813,0.3405437171459198,0.4516680836677551,27
And then I did it.,然后我的阴谋得逞了——,2.7757915716335906,0.6231364011764526,0.6861618161201477,0.5707150101661682,6
"I fiddled with my rival's grades,  just a little, just demoted some of those A's.",我篡改了我对手的分数 只改了一点，就是把某些A等降级了,0.0,0.41631391644477844,0.35496786236763,0.5032939314842224,21
"All of those A's.   And I got ready to return the book to the drawer,  when hang on, some of my other classmates  had appallingly good grades too.",好吧，其实是所有的A 当我准备把册子放回抽屉时 不过等等！其他有些同学的分数 也高得令人发指！,0.0,0.4169914722442627,0.38406801223754883,0.4560887813568115,36
"So, in a frenzy,  I corrected everybody's marks,  not imaginatively.",于是，由于一时的疯狂错乱 我改了所有人的分数 但方式并没什么创造性,0.12340526446895762,0.4066872000694275,0.347350537776947,0.4904729127883911,17
"I gave everybody a row of D's  and I gave myself a row of A's,  just because I was there, you know, might as well.",我给了所有人一行的D等分 然后给自己一行A 因为我已经在这了，倒不如做得彻底些,0.12427280164767711,0.42932432889938354,0.3892209529876709,0.4786410927772522,33
And I am still baffled by my behavior.,我现在还难以理解我的行为,0.0,0.5481019020080566,0.5382498502731323,0.5583213567733765,9
I don't understand where the idea came from.,我不理解这主意是从哪儿冒出来的,0.0,0.40720587968826294,0.33124521374702454,0.528371274471283,10
I don't understand why I felt so great doing it.,我不懂为什么这样做时居然很爽,0.46097516793031657,0.4249061048030853,0.35126999020576477,0.5376027822494507,12
I felt great.,我当时感觉棒极了,5.815868174415823,0.6258025765419006,0.6438608765602112,0.6087296009063721,4
I don't understand why I was never caught.,我也不明白为啥我从未被发现,0.12383751369380655,0.41959235072135925,0.3397436738014221,0.5485055446624756,10
"I mean, it should have been so blatantly obvious.",我是说，这件事做得如此明显,4.313387938787984,0.5292444825172424,0.5392373204231262,0.5196153521537781,11
I was never caught.,我居然没被发现！,0.0,0.5213392972946167,0.5289451479911804,0.5139491558074951,5
"But most of all, I am baffled by,  that this little girl, this tiny little girl,  was so good at spelling?",但重要的是，我为何如此在乎 这个女孩，这个身材瘦小的小女孩 那么擅长于拼写？,0.1472684523889216,0.40791192650794983,0.3748587369918823,0.4473576843738556,28
Jealousy baffles me.,这点一直让我困惑 嫉妒让我困惑,3.102160927976006,0.5601924061775208,0.5856988430023193,0.5368148684501648,4
"It's so mysterious, and it's so pervasive.",它如此神秘，无处不在,0.0,0.5766797661781311,0.5944777131080627,0.559916615486145,11
We know babies suffer from jealousy.,我们知道婴儿们受嫉妒之苦,6.429909146114914,0.6338263750076294,0.6591386795043945,0.6103861927986145,7
We know primates do. Bluebirds are actually very prone.,也知道灵长类动物会嫉妒，蓝知更鸟极易嫉妒,0.0,0.3949914872646332,0.34293705224990845,0.46567660570144653,11
We know that jealousy is the number one cause  of spousal murder in the United States.,我们知道嫉妒是美国配偶谋杀的 罪魁祸首,2.1027582541760537,0.5274791717529297,0.5361721515655518,0.5190636515617371,18
"And yet, I have never read a study  that can parse to me its loneliness  or its longevity or its grim thrill.",但我却从未读到一篇研究 能够解释“嫉妒”的寂寞 它的长久存在，或它的残酷刺激,0.0,0.4097215533256531,0.3786483407020569,0.44635072350502014,26
"For that, we have to go to fiction,  because the novel is the lab  that has studied jealousy  in every possible configuration.",为了理解它，我们不得不看小说 因为小说是一个实验室 能研究“嫉妒”的 所有可能的形态,0.12427280164767711,0.4184887409210205,0.37322142720222473,0.4762524962425232,28
"In fact, I don't know if it's an exaggeration to say  that if we didn't have jealousy,  would we even have literature?",其实，我不知道这样说是不是夸张： 如果我们没有嫉妒 我们会有文学吗？,0.0,0.42042022943496704,0.3810786306858063,0.46882006525993347,30
"Well no faithless Helen, no ""Odyssey.""",如果没有不忠的海伦，就没有《奥德赛》,0.0,0.38937878608703613,0.33955690264701843,0.4563350975513458,10
"No jealous king, no ""Arabian Nights.""",没有心怀妒忌的国王，就没有《一千零一夜》,0.0,0.3979805111885071,0.36517098546028137,0.4372677206993103,10
No Shakespeare.,也不会有莎士比亚,0.0,0.5184026956558228,0.5564062595367432,0.48525869846343994,3
"There goes high school reading lists,  because we're losing ""Sound and the Fury,""  we're losing ""Gatsby,"" ""Sun Also Rises,""  we're losing ""Madame Bovary,"" ""Anna K.""",我们高中都有阅读书单 因为我们正在失去《喧嚣与骚动》 正在失去《了不起的盖茨比》《太阳照常升起》 正在失去《包法利夫人》《安娜·卡列琳娜》,0.0,0.43178319931030273,0.4286084473133087,0.4350053369998932,46
"No jealousy, no Proust. And now, I mean,  I know it's fashionable to say that Proust  but in the case of jealousy,  he kind of does.",没有嫉妒，就没有普鲁斯特。现在我是说 我知道人们总爱说 普鲁斯特什么都知道 但说到嫉妒这件事 他确实比较懂,0.1472684523889216,0.42834043502807617,0.3843279182910919,0.48373714089393616,36
"This year is the centennial of his masterpiece, ""In Search of Lost Time,""  and it's the most exhaustive study of sexual jealousy  and just regular competitiveness, my brand,  that we can hope to have.   And we think about Proust, we think  about the sentimental bits, right?",今年是他的巨著《追忆似水年华》一百周年 这部作品是对性嫉妒最透彻的研究 还包括我们可以想到的常见的竞争性 也就是我在行的那种 当我们想到普鲁斯特 我们会想到那些情感细节对吧？,0.14624396065071252,0.42710772156715393,0.38111865520477295,0.48571881651878357,62
We think about a little boy trying to get to sleep.,我们想到一个小男孩正要入梦,0.0,0.5259805917739868,0.5177227854728699,0.5345061421394348,12
We think about a madeleine moistened in lavender tea.,想到一块玛德琳蛋糕泡在薰衣草茶中,0.0,0.3714732527732849,0.3286365568637848,0.4271509647369385,10
We forget how harsh his vision was.,我们却忘了他的眼光多么犀利,2.156693969393992,0.5090451240539551,0.5160842537879944,0.5021954774856567,8
We forget how pitiless he is.,他多么冷酷无情,0.0,0.46362876892089844,0.48126471042633057,0.44723963737487793,7
"I mean, these are books that Virginia Woolf said  were tough as cat gut.",这些书在弗吉尼亚·伍尔夫看来 跟猫的肠子一样硬,0.0,0.39069458842277527,0.33653736114501953,0.46562525629997253,17
"I don't know what cat gut is,  but let's assume it's formidable.",我不知道猫肠是什么 不过我们就假设它坚如顽石吧,0.0,0.40618273615837097,0.3585911989212036,0.4683400094509125,18
"Let's look at why they go so well together,  the novel and jealousy, jealousy and Proust.",我们来看看这些因素为何走在一起会如此合拍。 小说和嫉妒，嫉妒和普鲁斯特,0.14675441853527688,0.43760332465171814,0.39972466230392456,0.48341241478919983,21
"Is it something as obvious as that jealousy,  which boils down into person, desire, impediment,  is such a solid narrative foundation?",妒忌归结到人，欲望，阻碍 成为一个如此牢固的叙事基础 是不是非常明显？,0.0,0.42361971735954285,0.4030582308769226,0.4463917911052704,28
"I don't know. I think it cuts very close to the bone,  because let's think about what happens  when we feel jealous.",我不知道。我认为它极大地触动我们的敏感神经 因为只需想想当我们嫉妒时 会发生什么,0.0,0.4124382436275482,0.3731202185153961,0.4610186815261841,29
"When we feel jealous, we tell ourselves a story.",当我们感到嫉妒时，我们会给自己编个故事,0.12340526446895762,0.43956276774406433,0.36410707235336304,0.5544679164886475,11
"We tell ourselves a story about other people's lives,  and these stories make us feel terrible  because they're designed to make us feel terrible.",讲述一个关于他人生活的故事 这些故事让我们感觉很糟糕 因为它们本来就是为了让我们难受的,0.0,0.39282873272895813,0.3523664176464081,0.4437890946865082,30
"As the teller of the tale and the audience,  we know just what details to include,  to dig that knife in. Right?",我们自己作为故事的讲者与观众 明确知道要加入哪些细节 从哪插入致命一刀。对吗？,0.12471116048742699,0.4108549654483795,0.3724432587623596,0.45810094475746155,28
"Jealousy makes us all amateur novelists,  and this is something Proust understood.",嫉妒让我们都成为业余小说家 而这一点普鲁斯特能明白,0.0,0.3981168270111084,0.3481740355491638,0.4647867679595947,15
"In the first volume, Swann's Way,  the series of books,  Swann, one of the main characters,  is thinking very fondly of his mistress  and how great she is in bed,  and suddenly, in the course of a few sentences,  and these are Proustian sentences,  so they're long as rivers,  but in the course of a few sentences,  he suddenly recoils and he realizes,  ""Hang on, everything I love about this woman,",在第一卷，《去斯万家那边》 这是一系列作品中的一部 斯万是主要人物之一 正思念他的情人 想着她在床上多棒 突然，在几句话中间 还有，这些都是普鲁斯特式的句子 所以它们长得像河 但是就在这几句中间 斯万猛然一惊，他意识到 “等等，这个女人身上我爱的一切,0.12383751369380655,0.4391307234764099,0.4162275791168213,0.46470117568969727,98
somebody else would love about this woman.,也会是别人可能爱上她的理由,0.0,0.3760683536529541,0.31487900018692017,0.46677514910697937,8
"Everything that she does that gives me pleasure  could be giving somebody else pleasure,  maybe right about now.""",所有她所做的令我快乐的事 也会给别人快乐 或许这会儿就在发生呢。”,0.14675441853527688,0.44138553738594055,0.3859326243400574,0.5154479146003723,23
"And this is the story he starts to tell himself,  and from then on, Proust writes that  every fresh charm Swann detects in his mistress,  he adds to his ""collection of instruments  in his private torture chamber.""",这就是他开始给自己编织的故事 然后，普鲁斯特写道 斯万每发现他情人的一种新魅力 就加进他“性虐密室中的 一系列工具”中,0.0,0.4109687805175781,0.3753614127635956,0.45403963327407837,47
"Now Swann and Proust, we have to admit,  were notoriously jealous.",现在我们不得不承认，斯万和普鲁斯特 两人的嫉妒心臭名昭著,0.0,0.3898793160915375,0.3530330955982208,0.4353131055831909,15
"You know, Proust's boyfriends would have to leave  the country if they wanted to break up with him.",知道吗，普鲁斯特的男朋友们若要跟他分手 就不得不逃离这个国家,0.0,0.5224877595901489,0.554995059967041,0.493577778339386,22
But you don't have to be that jealous  to concede that it's hard work. Right?,但是你不需要那么嫉妒 才会承认嫉妒的确不容易，对吧？,0.1457370415489854,0.43609756231307983,0.3798171281814575,0.5119583606719971,20
Jealousy is exhausting.,嫉妒让人身心俱疲,0.0,0.5241963267326355,0.5356075763702393,0.5132612586021423,4
It's a hungry emotion. It must be fed.,它是一种饥渴的情感，必须得到满足,0.12471116048742699,0.38648873567581177,0.3206918239593506,0.48625442385673523,11
And what does jealousy like?,嫉妒喜欢什么呢？,0.0,0.5462621450424194,0.571729838848114,0.5229665040969849,6
Jealousy likes information.,嫉妒喜欢信息,0.0,0.5288572311401367,0.5217123627662659,0.5362004637718201,4
Jealousy likes details.,喜欢细节,0.0,0.5503191947937012,0.5258234739303589,0.5772088170051575,4
"Jealousy likes the vast quantities of shiny hair,  the cute little pencil case.",喜欢一大把光泽的秀发 可爱的文具盒,0.12340526446895762,0.39645689725875854,0.3340500295162201,0.48753830790519714,16
Jealousy likes photos.,嫉妒喜欢照片,0.0,0.5441020727157593,0.5441912412643433,0.5440129041671753,4
That's why Instagram is such a hit.   Proust actually links the language of scholarship and jealousy.,这也是Instagram这么火的原因 普鲁斯特其实将学术语言与嫉妒的语言相联,0.030836258960159728,0.5320430994033813,0.5948317646980286,0.48124438524246216,20
"When Swann is in his jealous throes,  and suddenly he's listening at doorways  and bribing his mistress' servants,  he defends these behaviors.",当斯万挣扎在他的嫉妒中 突然他就开始站在门口偷听 开始贿赂他情人的佣人 他为这些行为辩护,0.12471116048742699,0.4079580008983612,0.37200605869293213,0.45160236954689026,30
"He says, ""You know, look, I know you think this is repugnant,  but it is no different  from interpreting an ancient text  or looking at a monument.""",他说：“瞧，我知道你觉得这令人讨厌， 但这与诠释一篇古文 或看着一座纪念碑 没什么两样。”,0.12427280164767711,0.4184892177581787,0.38195911049842834,0.46274563670158386,37
"He says, ""They are scientific investigations  with real intellectual value.""",他说：“这些是科学的调查， 有真正的知识价值。”,0.0,0.4380607008934021,0.38316428661346436,0.5113178491592407,15
"Proust is trying to show us that jealousy  feels intolerable and makes us look absurd,  but it is, at its crux, a quest for knowledge,  a quest for truth, painful truth,  and actually, where Proust is concerned,  the more painful the truth, the better.",普鲁斯特试图告诉我们 嫉妒让人难以忍受，让我们看起来荒谬 但在其关键之处，是一种对知识的追求 对令人痛心的真理的追求 事实上，就普鲁斯特而言 真理越令人痛苦越好,0.12427280164767711,0.42258912324905396,0.3953339755535126,0.45388057827949524,59
"Grief, humiliation, loss:  These were the avenues to wisdom for Proust.",悲伤，耻辱，丧失： 这些都是通往普林斯特智慧的路,0.0,0.42924121022224426,0.40934595465660095,0.4511691629886627,16
"He says, ""A woman whom we need,  who makes us suffer, elicits from us  a gamut of feelings far more profound and vital  than a man of genius who interests us.""",他说：“一个我们需要的女人，一个让我们痛苦的女人 引发了我们全部的情感 远比一个让我们感兴趣的天才所能有的 更加深刻和致命。”,0.0,0.42457315325737,0.3995658755302429,0.4529195725917816,40
Is he telling us to just go and find cruel women?,他是在告诉我们去找残忍的女人吗？,0.0,0.5573775172233582,0.6238400340080261,0.503713071346283,12
No. I think he's trying to say  that jealousy reveals us to ourselves.,不。我想他是说 嫉妒让我们看清自己,1.407567834071592,0.588121771812439,0.6273016333580017,0.5535483956336975,17
And does any other emotion crack us open  in this particular way?,有没有其他情感也能以这种特别的方式 让我们发掘自己？,0.1956508627750418,0.5176671743392944,0.5497052073478699,0.48915788531303406,14
Does any other emotion reveal to us  our aggression and our hideous ambition  and our entitlement?,其他情感会不会让我们看到 自己的敌意，自己丑恶的企图心 和自己所应得的？,0.12383751369380655,0.4223659634590149,0.3695695996284485,0.49276140332221985,19
Does any other emotion teach us to look  with such peculiar intensity?,其他情感能不能教会我们 如此独特而透彻地看待世界？,0.0,0.39985835552215576,0.3424603343009949,0.48037081956863403,14
Freud would write about this later.,弗洛伊德不久后就写道这一点,0.14624396065071252,0.3881988227367401,0.3134073317050934,0.509875476360321,7
"One day, Freud was visited by this very anxious young man who was consumed  with the thought of his wife cheating on him.",有一天，一位心神不宁的青年拜访弗洛伊德 这个青年认为他妻子背叛了他,0.0,0.40883100032806396,0.3810003399848938,0.44104793667793274,26
"And Freud says, it's something strange about this guy,  because he's not looking at what his wife is doing.",弗洛伊德觉得这个家伙有点诡异 因为他并没有真正关注他妻子做了什么,0.0,0.46347060799598694,0.5244239568710327,0.4152109920978546,25
Because she's blameless; everybody knows it.,因为他妻子是清白的，大家都知道,0.0,0.38332822918891907,0.3235885798931122,0.4701199233531952,9
The poor creature is just  under suspicion for no cause.,这个可怜的家伙只是 毫无缘由地怀疑着,0.1629793336010672,0.3894505798816681,0.3297663927078247,0.47551336884498596,12
"But he's looking for things that his wife is doing  without noticing, unintentional behaviors.",但他却在寻找他妻子的一些 无意识的、纯属无意的举动,0.12340526446895762,0.42938661575317383,0.3751099109649658,0.5020278096199036,18
"Is she smiling too brightly here,  or did she accidentally brush up against a man there?",她是不是笑得太灿烂了 或者，她真是无意中碰到了那个男人吗？,0.12340526446895762,0.4107418358325958,0.363142728805542,0.47270137071609497,19
[Freud] says that the man is becoming  the custodian of his wife's unconscious.,弗洛伊德说这个男人正在变成 他妻子无意识行为的看守人,0.0,0.4908304512500763,0.5184313654899597,0.4660198390483856,18
The novel is very good on this point.,小说关于这点写得很好,4.300847718252331,0.5577380657196045,0.557770848274231,0.557705283164978,9
The novel is very good at describing how jealousy  trains us to look with intensity but not accuracy.,该小说很善于描述嫉妒是如何训练我们 极端地看问题，却不是准确性,0.12254975580822351,0.4203967750072479,0.3566817045211792,0.511825680732727,20
"In fact, the more intensely jealous we are,  the more we become residents of fantasy.",其实，我们的嫉妒越强烈 我们会越频繁地幻想,0.0,0.41089582443237305,0.3469500243663788,0.5037392377853394,19
"And this is why, I think, jealousy doesn't  just provoke us to do violent things  or illegal things.",所以我认为嫉妒不仅仅 引诱我们去做暴力的事 或非法的事,0.0,0.4000236988067627,0.35460996627807617,0.45877790451049805,24
Jealousy prompts us to behave in ways  that are wildly inventive.,嫉妒会促使我们的行为 变得异常极端,0.0,0.40085622668266296,0.3335556983947754,0.5021795034408569,13
"Now I'm thinking of myself at eight, I concede,  but I'm also thinking of this story I heard on the news.",我承认我想到了八岁时候的自己 但我也想到了在新闻上看到的一个故事,0.1472684523889216,0.42178645730018616,0.36846834421157837,0.4931456446647644,27
"A 52-year-old Michigan woman was caught  creating a fake Facebook account  from which she sent vile, hideous messages  to herself for a year.",密歇根一个52岁的妇女被发现 注册一个虚假Facebook账户 并用该账户对自己发送了 一年的恶意消息,0.12427280164767711,0.4001086950302124,0.3629871606826782,0.4456876814365387,32
For a year. A year.,一年。整整一年。,0.0,0.47052934765815735,0.43445637822151184,0.5131349563598633,7
"And she was trying to frame  her ex-boyfriend's new girlfriend,  and I have to confess when I heard this,  I just reacted with admiration.",她还试图陷害 她前男友的现任女友 我必须承认当我听到这时 我的反应是对她钦佩,0.0,0.41014280915260315,0.38234660029411316,0.44229745864868164,33
"Because, I mean, let's be real.",因为，我想说，大家面对现实吧,1.7657516777206852,0.557891309261322,0.5891010165214539,0.5298219919204712,10
"What immense, if misplaced, creativity. Right?",多么有创造力啊！只不过用错了地方，不是么？,0.0,0.4215683937072754,0.3890867829322815,0.4599672257900238,10
This is something from a novel.,这事来源于小说,0.0,0.5393492579460144,0.5440384149551392,0.5347402095794678,7
This is something from a Patricia Highsmith novel.,一部派翠西亚·海史密斯的小说,2.139538333930869,0.5104984045028687,0.5619522333145142,0.46767666935920715,9
Now Highsmith is a particular favorite of mine.,海史密斯是我特别喜爱的作家,2.5275658895144484,0.5479389429092407,0.5767799019813538,0.5218448638916016,9
She is the very brilliant and bizarre woman of American letters.,她是美国文学史上非常杰出而又奇诡的一位,0.0,0.49741020798683167,0.539844274520874,0.4611610770225525,12
"She's the author of ""Strangers on a Train""  and ""The Talented Mr. Ripley,""  books that are all about how jealousy,  it muddles our minds,  and once we're in the sphere, in that realm of jealousy,  the membrane between what is and what could be  can be pierced in an instant.",她是《火车怪客》和 《天才里普利先生》的作者 这些书都是关于嫉妒如何 让我们思维混乱 而且一旦我们进入了嫉妒的领域 真实性和可能性之间的薄膜 瞬间就被刺穿,0.0,0.4217299222946167,0.37872618436813354,0.4757506251335144,68
"Take Tom Ripley, her most famous character.",例如汤姆·里普利，她作品里最著名的人物,0.0,0.3948039710521698,0.34492456912994385,0.46154823899269104,9
"Now, Tom Ripley goes from wanting you  or wanting what you have  to being you and having what you once had,  and you're under the floorboards,  he's answering to your name,  he's wearing your rings,  emptying your bank account.",里普利一开始想要你 或想要你所拥有的 然后又想成为你，并拥有你曾经拥有的 你被关在地下室 他应答着你的名字 戴着你的戒指 花光你的银行账户,0.0,0.4231172502040863,0.41541969776153564,0.43110543489456177,54
That's one way to go.,这是一条路,0.0,0.535477876663208,0.5523489713668823,0.5196068286895752,7
But what do we do? We can't go the Tom Ripley route.,但我们怎么做呢？我们不能重复里普利的路,1.5694957190569983,0.5279924869537354,0.5494924187660217,0.5081116557121277,15
"I can't give the world D's,  as much as I would really like to, some days.",我不能给这个世界带来巨大变化 即便我愿意有一天这点能实现,0.16241046162912467,0.4144390821456909,0.36208540201187134,0.4844912886619568,22
"And it's a pity, because we live in envious times.",这很遗憾，因为我们生活在羡慕的时代,0.12340526446895762,0.4080241620540619,0.33610647916793823,0.5190967321395874,13
We live in jealous times.,我们生活在嫉妒的时代,0.0,0.5473914742469788,0.5230025053024292,0.5741664171218872,6
"I mean, we're all good citizens of social media,  aren't we, where the currency is envy?",我是说，我们都是社交媒体的好公民 在那里嫉妒是一种潮流，不是吗？,0.0,0.4173647165298462,0.3875506520271301,0.4521481692790985,23
Does the novel show us a way out? I'm not sure.,小说能给我们解决办法吗？我不确定,0.0,0.39646366238594055,0.345960408449173,0.46423226594924927,14
"So let's do what characters always do when they're not sure,  when they are in possession of a mystery.",那我们就来学学小说人物吧，看他们在遇到难解之事 且不确定时是怎么做的,0.0,0.3808217942714691,0.3357570171356201,0.4398590326309204,24
Let's go to 221B Baker Street  and ask for Sherlock Holmes.,让我们回到贝克街221B号 问问夏洛克·福尔摩斯,0.0,0.48584720492362976,0.49698400497436523,0.4751985967159271,14
