en_test,zh_test,GOOGLE,BLEU-1,BLEU-2,BLEU-3,BLEU-4,CHRF,CHRF++,TER,ROUGE1-R,ROUGE1-P,ROUGE1-F,ROUGE2-R,ROUGE2-P,ROUGE2-F,ROUGEL-R,ROUGEL-P,ROUGEL-F,BERTSCORE-R,BERTSCORE-P,BERTSCORE-F
"Now this was true for her growing up,  but as a twentysomething, soon Emma would pick her family  when she partnered with someone and created a family of her own.",在她的成长过程中这是没错的， 但作为一个二十几岁的人，很快Emma就要通过 和某人结伴，创造一个家庭 来选择她自己的家庭。,在她的成长过程中确实如此，但作为一个二十多岁的人，当艾玛与某人合作并创建自己的家庭时，很快她就会选择她的家庭。,70.909,60.636,51.769,43.963,36.178,31.01,40,0.571,0.593,0.582,0.4,0.438,0.418,0.528,0.543,0.535,0.848,0.862,0.855
I told Emma the time to start picking your family is now.,我告诉Emma选择家庭的时间就是现在。,我告诉艾玛现在是开始挑选你的家人的时候了。,52.381,32.367,17.666,11.125,12.941,11.092,75,0.5,0.385,0.435,0.111,0.077,0.091,0.4,0.286,0.333,0.774,0.74,0.756
"Now you may be thinking that 30 is actually a better time to settle down  than 20, or even 25,  and I agree with you.",你可能会认为30岁是一个 比20岁，甚至是25岁更好的 安定下来的时间， 而且我也同意。,现在你可能会认为30岁实际上比20岁甚至25岁更适合安定下来，我同意你的观点。,68.319,54.354,43.48,34.482,35.091,30.078,47.368,0.739,0.773,0.756,0.333,0.375,0.353,0.643,0.72,0.679,0.818,0.825,0.821
But grabbing whoever you're living with or sleeping with  when everyone on Facebook starts walking down the aisle  is not progress.,但当你在别的人开始进入结婚礼堂时 抓紧和你同居或睡觉的人 不叫进步。,但是，当 Facebook 上的每个人都开始走上红毯时，抓住与你同住或一起睡觉的人并不是进步。,50,30.756,19.902,12.251,11.248,8.436,68.75,0.429,0.391,0.409,0.136,0.12,0.128,0.435,0.385,0.408,0.813,0.791,0.802
"The best time to work on your marriage is before you have one,  and that means being as intentional with love  as you are with work.",在婚事上下功夫的最好时间 就是结婚之前， 意思就是对待爱情就要像对待工作一样 富有意识。,为婚姻而努力的最佳时机是在结婚之前，这意味着要像对待工作一样用心对待爱情。,60.644,47.623,39.994,34.093,31.453,26.96,48.78,0.524,0.524,0.524,0.273,0.286,0.279,0.391,0.409,0.4,0.821,0.845,0.833
Picking your family is about consciously choosing  who and what you want  rather than just making it work or killing time  with whoever happens to be choosing you.,选择家庭就是有意识的选择 你想要的人和物 而不是单单想让事情成功或者和 选择你的那个人浪费时间。,选择你的家人意味着有意识地选择你想要的人和你想要的东西，而不是仅仅让它发挥作用或与碰巧选择你的人一起消磨时间。,52.727,40.742,32.539,25.11,21.724,18.621,64.444,0.524,0.44,0.478,0.208,0.179,0.192,0.538,0.4,0.459,0.832,0.811,0.821
So what happened to Emma?,那Emma后来怎么样了？,那么艾玛怎么了？,55.156,37.292,21.707,14.575,15.179,13.01,44.444,0.333,0.4,0.364,0.2,0.25,0.222,0.333,0.4,0.364,0.782,0.815,0.798
"Well, we went through that address book,  and she found an old roommate's cousin  who worked at an art museum in another state.",嗯，我们翻了翻那个地址薄， 然后她发现她的一个老室友的一位亲人 在另一个州的一个艺术博物馆工作。,好吧，我们翻遍了那个地址簿，她找到了一位老室友的表弟，他在另一个州的一家艺术博物馆工作。,69.495,59.599,51.599,44.274,37.713,32.326,36.957,0.75,0.692,0.72,0.379,0.379,0.379,0.613,0.633,0.623,0.879,0.876,0.878
That weak tie helped her get a job there.,那个微弱的联系帮她在那里找到一份工作。,这条薄弱的领带帮助她在那里找到了工作。,63.158,52.981,43.543,35.273,29.373,25.177,42.105,0.583,0.538,0.56,0.364,0.333,0.348,0.583,0.538,0.56,0.852,0.853,0.852
That job offer gave her the reason to leave that live-in boyfriend.,那份工作给她一个 离开她的同居男友的理由。,这份工作给了她离开那个同居男友的理由。,84.886,70.154,60.343,52.877,47.206,40.463,30,0.75,0.75,0.75,0.385,0.455,0.417,0.643,0.75,0.692,0.901,0.919,0.91
"Now, five years later, she's a special events planner for museums.",现在，5年过去了，她是一些博物馆的特殊活动规划者。,五年后的现在，她成为了博物馆的特别活动策划人。,59.786,44.643,32.648,23.766,22.649,19.413,48,0.533,0.615,0.571,0.2,0.231,0.214,0.438,0.5,0.467,0.817,0.849,0.833
She's married to a man she mindfully chose.,她和一位她有意识地选择了的人结婚了。,她嫁给了一个她精心选择的男人。,49.124,16.949,9.671,6.267,11.19,9.592,66.667,0.455,0.556,0.5,0,0,0,0.385,0.5,0.435,0.778,0.808,0.793
"She loves her new career, she loves her new family,  and she sent me a card that said,  ""Now the emergency contact blanks  don't seem big enough.""",她爱她的新职业，她爱他的新家庭， 她还给我一张上面写着 “现在紧急联系人一栏 似乎不够大了。”的卡片。,她热爱她的新职业，她热爱她的新家庭，她给我寄了一张卡片，上面写着：“现在紧急联系人的空白似乎不够大。”,84.314,71.125,60.075,51.849,43.188,37.018,27.083,0.846,0.815,0.83,0.484,0.484,0.484,0.743,0.703,0.722,0.875,0.869,0.872
"Now Emma's story made that sound easy,  but that's what I love about working with twentysomethings.",Emma的故事让这件事听起来非常简单， 但这就是我喜欢和二十几岁的人工作的原因。,艾玛的故事听起来很简单，但这就是我喜欢和二十多岁的人一起工作的原因。,77.648,72.97,66.801,59.688,54.553,46.76,30.556,0.714,0.75,0.732,0.545,0.571,0.558,0.739,0.773,0.756,0.906,0.913,0.909
They are so easy to help.,要帮助他们实在太容易了。,他们很容易提供帮助。,57.311,39.548,20.003,12.368,17.222,14.762,58.333,0.5,0.667,0.571,0,0,0,0.375,0.5,0.429,0.699,0.742,0.72
"Twentysomethings are like airplanes just leaving LAX,  bound for somewhere west.",二十几岁的人就像刚离开洛杉矶国际机场的 目的地在西边某地的航班。,二十多岁的人就像刚离开洛杉矶国际机场的飞机，飞往西部的某个地方。,71.875,60.907,55.733,52.78,49.763,42.654,35.484,0.571,0.533,0.552,0.467,0.438,0.452,0.625,0.588,0.606,0.879,0.884,0.881
"Right after takeoff, a slight change in course  is the difference between landing in Alaska or Fiji.",起飞之后，航线的一个小调整 就是落在阿拉斯加还是落在斐济的区别。,起飞后，航向的微小变化就是降落在阿拉斯加或斐济的区别。,67.068,55.804,45.895,37.995,36.518,31.301,35.484,0.562,0.6,0.581,0.235,0.267,0.25,0.526,0.625,0.571,0.837,0.859,0.848
"Likewise, at 21 or 25 or even 29,  one good conversation, one good break,  one good TED Talk, can have an enormous effect  across years and even generations to come.",同理，在21岁或者25岁甚至是29岁时， 一个好的聊天，一次好的休息， 一个好的TED演讲可以对接下来的 几年甚至是几代人有非常大的影响。,同样，在 21 岁、25 岁甚至 29 岁时，一次愉快的谈话、一次愉快的休息、一次精彩的 TED 演讲，可以对未来数年甚至几代人产生巨大影响。,65.537,51.2,40.552,27.544,29.731,22.298,42.623,0.621,0.667,0.643,0.378,0.4,0.389,0.558,0.615,0.585,0.858,0.864,0.861
So here's an idea worth spreading  to every twentysomething you know.,这里给出一个值得传播给 每个你认识的二十几岁的人的想法。,因此，这里有一个值得向您认识的每一位二十多岁的人传播的想法。,70,56.017,40.664,26.566,23.944,20.523,44.444,0.643,0.529,0.581,0.333,0.278,0.303,0.625,0.526,0.571,0.876,0.856,0.866
It's as simple as what I learned to say to Alex.,它和我学到的该跟Alex说的话一样简单。,这就像我学会对亚历克斯说的话一样简单。,52.632,48.365,43.543,40.078,35.286,30.245,52.941,0.462,0.5,0.48,0.333,0.364,0.348,0.462,0.5,0.48,0.813,0.777,0.795
"It's what I now have the privilege  of saying to twentysomethings like Emma every single day:  Thirty is not the new 20, so claim your adulthood,  get some identity capital, use your weak ties,  pick your family.",它就是现在我有权利 每天对像Emma一样的二十几岁的人说的话： 30岁不再是新的20岁，所以把握好你的成年时期， 积累一些身份资本，利用你的微弱联系 并且选择好你的家庭。,这就是我现在有幸每天对像艾玛这样的二十多岁的人说的话：三十岁不是新的二十岁，所以宣告你的成年，获得一些身份资本，利用你的弱关系，选择你的家庭。,72.197,60.438,50.434,42.178,37.407,32.063,32.895,0.561,0.657,0.605,0.354,0.405,0.378,0.596,0.689,0.639,0.865,0.889,0.877
Don't be defined by what you didn't know  or didn't do.,别被你不知道的事或者没做的事 定义。,不要被你不知道或没有做过的事情所定义。,68.421,51.583,39.708,29.743,25.001,21.429,52.941,0.583,0.538,0.56,0.333,0.333,0.333,0.5,0.538,0.519,0.909,0.877,0.893
You're deciding your life right now.,现在，你就在决定你的生命。,你现在正在决定你的生活。,76.67,62.029,52.122,45.65,41.75,35.785,30.769,0.556,0.714,0.625,0.222,0.286,0.25,0.5,0.625,0.556,0.869,0.884,0.876
Thank you.,谢谢。,谢谢。,100,100,100,0,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1
"When I was 27 years old,  I left a very demanding job in management consulting  for a job that was even more demanding: teaching.",在我27岁的时候， 我辞去了一份非常有挑战性的职业—企业管理咨询， 转而投入了一份更加具有挑战性的职业：教育。,当我 27 岁时，我辞去了一份要求非常高的管理咨询工作，转而从事了一份要求更高的工作：教学。,54.705,42.38,32.876,24.5,27.249,20.437,51.923,0.56,0.636,0.596,0.276,0.308,0.291,0.576,0.633,0.603,0.816,0.85,0.833
I went to teach seventh graders math  in the New York City public schools.,我来到纽约的一些公立学校 教7年级的学生的数学。,我去纽约市公立学校教七年级学生数学。,63.122,50.312,36.326,26.378,30.292,25.964,34.783,0.5,0.667,0.571,0.154,0.25,0.19,0.429,0.667,0.522,0.875,0.93,0.901
"And like any teacher, I made quizzes and tests.",和别的老师一样，我会给学生们做小测验和考试，,像任何老师一样，我做了测验和测试。,48.218,39.649,33.926,28.101,31.156,26.705,50,0.462,0.5,0.48,0.214,0.273,0.24,0.4,0.5,0.444,0.785,0.849,0.815
I gave out homework assignments.,我会给他们布置家庭作业。,我布置了家庭作业。,63.692,53.407,44.41,38.031,41.263,35.368,41.667,0.5,0.6,0.545,0.2,0.25,0.222,0.5,0.6,0.545,0.817,0.907,0.86
"When the work came back, I calculated grades.",当这些试卷和作业收上来之后，我计算了他们的成绩。,作业回来后，我计算了成绩。,39.606,33.658,28.06,23.093,44.859,38.45,50,0.467,0.778,0.583,0.286,0.5,0.364,0.467,0.778,0.583,0.772,0.904,0.833
What struck me was that IQ was not the only difference  between my best and my worst students.,让我震惊的是，IQ的高低并不是 我最好的和最差的学生之间唯一的差别。,让我震惊的是，智商并不是我最好的学生和最差的学生之间的唯一区别。,84.375,75.602,67.301,60.8,51.986,44.56,25,0.833,0.882,0.857,0.591,0.65,0.619,0.783,0.818,0.8,0.911,0.929,0.92
Some of my strongest performers did not have stratospheric IQ scores.,一些在课业上表现很好的学生 并不具有非常高的IQ分数。,我的一些表现最好的人的智商分数并不高。,49.894,31.791,12.942,7.05,16.033,13.743,64,0.471,0.667,0.552,0.059,0.077,0.067,0.389,0.5,0.437,0.747,0.793,0.77
Some of my smartest kids weren't doing so well.,一些非常聪明的孩子反而在课业上表现的不那么尽如人意。,我的一些最聪明的孩子表现不佳。,38.424,28.124,20.62,16.276,28.615,24.527,61.538,0.429,0.667,0.522,0.143,0.222,0.174,0.4,0.6,0.48,0.707,0.826,0.761
And that got me thinking.,这引起了我的思考。,这让我开始思考。,55.156,37.292,27.348,20.612,17.956,15.391,55.556,0.571,0.667,0.615,0.167,0.2,0.182,0.571,0.667,0.615,0.837,0.852,0.845
"The kinds of things you need to learn in seventh grade math,  sure, they're hard: ratios, decimals, the area of a parallelogram.",当然，学生们在7年级需要学习的东西 是有难度的，像比率，小数， 平行四边形的面积计算。,当然，你在七年级数学中需要学习的东西是很难的：比率、小数、平行四边形的面积。,72.954,58.838,48.703,41.791,39.449,33.813,34.146,0.619,0.619,0.619,0.28,0.304,0.292,0.577,0.625,0.6,0.894,0.916,0.905
"But these concepts are not impossible,  and I was firmly convinced that every one of my students  could learn the material  if they worked hard and long enough.",但是这些概念是完全可以被掌握的， 我坚信我的每一位学生 都可以学会教材内容， 只要他们肯花时间和精力的话。,但这些概念并非不可能，我坚信，如果我的每一位学生足够努力和足够长时间，他们都可以学习这些材料。,59.883,45.566,36.245,29.034,25.48,21.84,56,0.538,0.583,0.56,0.276,0.286,0.281,0.433,0.448,0.441,0.802,0.814,0.808
"After several more years of teaching,  I came to the conclusion that what we need in education  is a much better understanding of students and learning  from a motivational perspective,  from a psychological perspective.",经过几年教学之后， 我得出一个结论，我们在教育方面所需要的是 从学习动力的角度和心理学的角度， 对学生和学习行为 进行一次更为深刻的理解。,经过几年的教学，我得出的结论是，我们在教育中需要的是从动机的角度、从心理学的角度更好地理解学生和学习。,64.074,53.143,43.659,35.46,37.201,31.886,43.077,0.656,0.778,0.712,0.289,0.355,0.319,0.55,0.667,0.603,0.834,0.895,0.863
"In education, the one thing we know how to measure best is IQ.",在教育体系中， 我们都知道评价优秀学生的标准,在教育领域，我们知道如何最好地衡量的一件事就是智商。,34.615,26.312,17.935,10.583,10.491,8.993,90.476,0.417,0.333,0.37,0.091,0.071,0.08,0.417,0.333,0.37,0.749,0.685,0.715
But what if doing well in school and in life  depends on much more  than your ability to learn quickly and easily?,就是IQ， 但如果在学校和生活中的优秀表现 远不仅仅依赖于 你轻松高效学习的能力呢？,但是，如果在学校和生活中取得好成绩不仅仅取决于您快速轻松学习的能力，该怎么办？,61.538,49.286,41.644,35.592,30.312,25.982,52.632,0.565,0.591,0.578,0.304,0.318,0.311,0.542,0.565,0.553,0.845,0.851,0.848
"So I left the classroom,  and I went to graduate school to become a psychologist.",所有我离开了讲台， 回到学校继续攻读心理学硕士学位。,所以我离开了教室，去读研究生，成为一名心理学家。,43.963,30.277,22.888,15.298,14.328,12.282,64,0.385,0.385,0.385,0.167,0.154,0.16,0.385,0.357,0.37,0.802,0.803,0.803
"I started studying kids and adults  in all kinds of super challenging settings,  and in every study my question was,  who is successful here and why?",我开始研究孩子和大人， 在各种非常具有挑战性的情况下， 以及在各项研究中，我的问题是 谁才是成功者，为什么他们会成功？,我开始在各种超级具有挑战性的环境中研究儿童和成人，在每项研究中我的问题是，谁在这里取得了成功，为什么？,65.774,52.374,41.419,31.133,28.377,24.323,50,0.607,0.68,0.642,0.286,0.312,0.299,0.528,0.576,0.551,0.835,0.851,0.843
My research team and I went to West Point Military Academy.,我和我的研究团队前往西点军校展开调研，,我和我的研究团队去了西点军校。,61.274,57.899,54.062,49.597,54.888,47.047,36.842,0.6,0.667,0.632,0.5,0.556,0.526,0.636,0.7,0.667,0.887,0.948,0.917
We tried to predict which cadets  would stay in military training and which would drop out.,我们试图预测哪些学员 能够耐得住军队的训练，哪些会被淘汰出局。,我们试图预测哪些学员会继续接受军事训练，哪些会退出。,62.656,54.849,50.524,46.826,47.915,41.07,36.667,0.471,0.667,0.552,0.353,0.462,0.4,0.5,0.643,0.562,0.852,0.889,0.87
We went to the National Spelling Bee  and tried to predict which children would advance farthest in competition.,我们前去观摩全国拼字比赛， 同时也试着预测哪些孩子会晋级到 最后的比赛。,我们参加了全国拼字比赛，试图预测哪些孩子会在比赛中取得最大进步。,61.649,51.142,43.427,38.169,34.658,29.707,47.059,0.526,0.556,0.541,0.316,0.333,0.324,0.55,0.579,0.564,0.831,0.834,0.833
"We studied rookie teachers working in really tough neighborhoods,  asking which teachers are still going to be here in teaching  by the end of the school year,  and of those, who will be the most effective  at improving learning outcomes for their students?",我们研究在恶劣的工作环境下工作的， 刚入行的老师，询问他们 哪些老师决定会在学年结束后 继续留下来任教， 以及他们之中谁能最快地 提高学生的学习成绩。,我们研究了在非常艰苦的社区工作的新教师，询问哪些教师在学年结束时仍然会在这里教学，而在这些教师中，谁将最有效地提高学生的学习成果？,52.709,40.96,33.319,27.262,24.623,21.106,55.714,0.469,0.441,0.455,0.225,0.214,0.22,0.439,0.419,0.429,0.807,0.826,0.817
"We partnered with private companies, asking,  which of these salespeople is going to keep their jobs?",我们与私企合作，向他们询问 哪些销售人员可以保住工作，,我们与私营公司合作，询问这些销售人员中哪些人会保住工作？,67.857,59.317,47.661,36.278,28.441,24.378,50,0.714,0.625,0.667,0.286,0.267,0.276,0.6,0.562,0.581,0.898,0.883,0.89
And who's going to earn the most money?,哪些可以赚钱最多？,谁会赚最多的钱？,55.156,26.37,17.228,12.256,12.798,10.969,66.667,0.5,0.375,0.429,0.2,0.143,0.167,0.5,0.375,0.429,0.766,0.792,0.779
"In all those very different contexts,  one characteristic emerged as a significant predictor of success.",在所有那些不同的情境下， 一种性格特征凸显了出来， 这种特征在很大程度上预示了成功。,在所有这些截然不同的背景下，有一个特征成为成功的重要预测因素。,41.021,26.758,15.458,8.381,14.178,12.153,72.5,0.381,0.471,0.421,0.087,0.118,0.1,0.333,0.444,0.381,0.736,0.775,0.755
And it wasn't social intelligence.,而且它并不是社交智力。,这不是社交智力。,60.138,59.521,58.762,57.794,79.702,68.316,36.364,0.571,0.8,0.667,0.5,0.75,0.6,0.571,0.8,0.667,0.843,0.917,0.878
"It wasn't good looks, physical health, and it wasn't IQ.",不是漂亮的外表，强健的体魄，也不是很高的IQ，,不是漂亮的外表，不是身体健康，也不是智商。,63.566,55.05,49.552,44.345,39.064,33.484,45.455,0.545,0.667,0.6,0.4,0.545,0.462,0.5,0.667,0.571,0.809,0.837,0.823
It was grit.,它是毅力。,这是砂砾。,40,22.361,16.091,12.703,8,6.667,60,0.25,0.333,0.286,0,0,0,0.25,0.333,0.286,0.757,0.762,0.76
Grit is passion and perseverance for very long-term goals.,毅力是对长远目标的激情和坚持，,毅力是对长期目标的热情和毅力。,66.667,57.735,46.809,36.159,28.866,24.742,33.333,0.556,0.556,0.556,0.25,0.222,0.235,0.556,0.5,0.526,0.906,0.921,0.913
Grit is having stamina.,毅力是拥有持久的恒劲，,毅力就是有耐力。,34.364,18.369,12.456,9.027,10.714,9.184,72.727,0.143,0.2,0.167,0,0,0,0.143,0.2,0.167,0.753,0.85,0.799
"Grit is sticking with your future, day in, day out,  not just for the week, not just for the month,  but for years,  and working really hard to make that future a reality.",毅力是你对未来的坚持，日复一日 不是仅仅持续一个星期或者一个月， 而是几年甚至几十年努力奋斗着 让自己的梦想变为现实。,毅力就是日复一日地坚持你的未来，不仅仅是一周，不仅仅是一个月，而是几年，并非常努力地使未来成为现实。,58.537,43.671,32.785,26.12,25.637,21.975,51.786,0.464,0.591,0.52,0.138,0.16,0.148,0.333,0.357,0.345,0.793,0.818,0.806
"Grit is living life like it's a marathon, not a sprint.",毅力是把生活当成一场马拉松而不是一次短跑。,坚毅就是让生​​活像一场马拉松，而不是短跑。,68.182,50.965,40.194,28.753,24.56,21.051,42.857,0.5,0.462,0.48,0.273,0.231,0.25,0.5,0.429,0.462,0.893,0.9,0.896
"A few years ago,  I started studying grit in the Chicago public schools.",几年前，在芝加哥的公立学校里， 我开始研究毅力。,几年前，我开始在芝加哥公立学校学习毅力。,77.464,70.091,59.573,45.489,39.536,33.888,26.087,0.769,0.909,0.833,0.462,0.6,0.522,0.571,0.727,0.64,0.905,0.929,0.917
"I asked thousands of high school juniors  to take grit questionnaires,  and then waited around more than a year  to see who would graduate.",我对上千名初中生进行了 关于毅力的问卷调查， 然后等候了一年多， 来看最终哪些学生能毕业。,我要求数千名高中生接受毅力调查问卷，然后等待了大约一年多的时间，看看谁会毕业。,59.356,41.661,25.9,14.54,18.212,15.61,57.143,0.435,0.455,0.444,0.125,0.136,0.13,0.4,0.435,0.417,0.842,0.857,0.85
"Turns out that grittier kids  were significantly more likely to graduate,  even when I matched them on every characteristic I could measure,  things like family income,  standardized achievement test scores,  even how safe kids felt when they were at school.",结果证明那些更具毅力的学生 在毕业的概率上占绝对优势， 即使是在同样可以量化的外在因素下 像家庭收入， 标准化成绩测验的分数， 甚至是孩子们在学校能获得多少安全感之类，仍是有毅力的学生更容易毕业,事实证明，更坚强的孩子毕业的可能性要大得多，即使我在我能衡量的每一个特征上都与他们相匹配，比如家庭收入、标准化成绩测试分数，甚至孩子们在学校时的安全感。,47.97,35.992,28.311,21.819,22.709,19.465,65.217,0.415,0.472,0.442,0.151,0.182,0.165,0.321,0.4,0.356,0.744,0.765,0.755
"So it's not just at West Point or the National Spelling Bee  that grit matters. It's also in school,  especially for kids at risk for dropping out.",所有不仅仅是在西点军校里或者全国拼字比赛上 才需要毅力。在学校亦是如此， 尤其是对于那些徘徊在辍学边缘的孩子们。,因此，毅力不仅在西点军校或全国拼字比赛中很重要。在学校里也是如此，尤其是对于有辍学风险的孩子。,69.663,58.246,47.977,40.136,38.822,33.276,37.037,0.607,0.654,0.63,0.344,0.379,0.361,0.545,0.6,0.571,0.854,0.882,0.868
"To me, the most shocking thing about grit  is how little we know,  how little science knows, about building it.",对于我自己来说，关于毅力最让我震惊的事情莫过于 对于毅力，我们知之甚少， 在培养毅力上，科学对理解的认识又是何等贫乏。,对我来说，关于毅力最令人震惊的事情是我们对毅力的培养知之甚少，科学对它的了解也是如此之少。,57.87,45.994,37.505,31.318,33.631,28.826,45.614,0.556,0.714,0.625,0.235,0.296,0.262,0.457,0.571,0.508,0.846,0.876,0.861
"Every day, parents and teachers ask me,  ""How do I build grit in kids?",每天都有家长和老师来问我， “我怎样做才能培养孩子的毅力呢?,每天，家长和老师都会问我：“如何培养孩子的毅力？,64.278,52.182,43.159,36.955,37.8,32.4,41.379,0.65,0.765,0.703,0.3,0.375,0.333,0.524,0.647,0.579,0.868,0.923,0.895
What do I do to teach kids a solid work ethic?,该做些什么才能教授给孩子们真正的职业道德？,我该怎么做才能教会孩子扎实的职业道德？,66.322,51.509,41.259,32.996,31.128,26.681,42.857,0.417,0.5,0.455,0.182,0.222,0.2,0.417,0.5,0.455,0.843,0.853,0.848
"How do I keep them motivated for the long run?""",又该怎样调动他们长期的积极性呢？”,从长远来看，我如何保持他们的积极性？”,47.368,36.274,24.922,17.636,15.527,13.309,76.471,0.455,0.417,0.435,0.2,0.182,0.19,0.455,0.417,0.435,0.815,0.772,0.793
"The honest answer is, I don't know.   What I do know is that talent doesn't make you gritty.",老实说，我不知道。 我所知道的是，才华并不能使你坚韧不拔。,诚实的回答是，我不知道。我所知道的是，才华并不会让你变得坚韧。,70.968,63.415,59.251,56.789,53.943,46.237,35.714,0.688,0.688,0.687,0.632,0.6,0.615,0.75,0.682,0.714,0.901,0.869,0.884
Our data show very clearly  that there are many talented individuals  who simply do not follow through on their commitments.,我们的数据十分清楚地表明， 有许多才华横溢的人， 他们都无法坚持兑现自己的承诺。,我们的数据非常清楚地表明，有许多有才华的人根本没有兑现自己的承诺。,67.711,61.796,55.33,50.116,49.807,42.692,34.211,0.7,0.778,0.737,0.545,0.6,0.571,0.696,0.762,0.727,0.889,0.92,0.905
"In fact, in our data, grit is usually unrelated  or even inversely related to measures of talent.",事实上，根据我们的数据来看，毅力通常与其他因素无关， 甚至与才华的衡量标准背道而驰。,事实上，在我们的数据中，毅力通常与人才衡量标准无关，甚至成反比。,61.331,53.268,46.408,39.118,39.705,34.033,41.463,0.667,0.75,0.706,0.381,0.471,0.421,0.591,0.722,0.65,0.844,0.897,0.87
"So far, the best idea I've heard about building grit in kids  is something called ""growth mindset.""",到目前为止，我所听说过的在孩子身上培养坚韧品质最有效的方法 叫“成长型思维模式。”,到目前为止，我听过的关于培养孩子毅力的最好想法就是所谓的“成长心态”。,56.966,39.971,29.311,22.855,24.182,20.728,60,0.458,0.55,0.5,0.167,0.19,0.178,0.4,0.455,0.426,0.815,0.83,0.823
"This is an idea developed at Stanford University by Carol Dweck,  and it is the belief that the ability to learn is not fixed,  that it can change with your effort.",斯坦福大学卡洛杜威克提出过一个观点， 他相信 人的学习能力是可变的， 它随着你的努力程度而变化。,这是斯坦福大学卡罗尔·德韦克（Carol Dweck）提出的一个想法，它相信学习能力不是固定的，它可以随着你的努力而改变。,63.462,47.327,36.662,28.966,21.256,15.942,57.778,0.56,0.5,0.528,0.222,0.2,0.211,0.571,0.5,0.533,0.865,0.824,0.844
"Dr. Dweck has shown that when kids read and learn about the brain  and how it changes and grows in response to challenge,  they're much more likely to persevere when they fail,  because they don't believe that failure is a permanent condition.",杜威克教授表示，当孩子们阅读和学习有关大脑的知识 以及它在面对挑战时 所发生的变化和成长情况， 他们失败之后更容易坚持下去， 因为他们 不相信会一直失败下去。,德韦克博士表明，当孩子们阅读和了解大脑以及大脑如何因应对挑战而变化和成长时，他们在失败时更有可能坚持下去，因为他们不相信失败是一种永久性的情况。,67.542,53.556,43.741,37.065,33.39,28.62,44.595,0.59,0.622,0.605,0.295,0.302,0.299,0.533,0.545,0.539,0.844,0.852,0.848
So growth mindset is a great idea for building grit.,因此，成长性思维模式对培养毅力大有裨益。,因此，成长心态是培养毅力的好主意。,49.307,42.523,36.968,30.865,27.505,23.575,50,0.5,0.455,0.476,0.222,0.2,0.211,0.5,0.455,0.476,0.796,0.817,0.807
But we need more.,但是我们需要更多。,但我们还需要更多。,88.889,74.536,61.98,53.077,41.263,35.368,22.222,0.833,0.714,0.769,0.6,0.5,0.545,0.833,0.714,0.769,0.948,0.935,0.942
"And that's where I'm going to end my remarks,  because that's where we are.",我决定在此结束我的评论， 因为我们正在经历着这一切。,我的发言就到此结束，因为这就是我们现在的处境。,51.814,35.992,22.447,12.688,15.553,13.331,64,0.438,0.538,0.483,0.125,0.154,0.138,0.353,0.429,0.387,0.741,0.75,0.745
That's the work that stands before us.,这是眼前所面临的工作。,这就是摆在我们面前的工作。,61.538,39.223,30.356,22.998,19.12,16.389,54.545,0.429,0.375,0.4,0.333,0.286,0.308,0.429,0.375,0.4,0.792,0.772,0.781
"We need to take our best ideas, our strongest intuitions,  and we need to test them.",我们要拿出最好的想法和最强的直觉， 我们要对他们进行实践。,我们需要采取最好的想法、最强烈的直觉，并且需要测试它们。,60.714,44.987,33.889,26.142,21.574,18.492,53.571,0.467,0.467,0.467,0.25,0.25,0.25,0.444,0.471,0.457,0.845,0.847,0.846
"We need to measure whether we've been successful,  and we have to be willing to fail, to be wrong,  to start over again with lessons learned.",我们需要估量这一切是否成功 同时还要渴望对失败和错误， 要从这些失败中汲取经验重新再来。,我们需要衡量我们是否成功，并且我们必须愿意失败，愿意犯错，并从经验教训中重新开始。,47.605,32.331,21.872,15.226,14.467,12.4,66.667,0.4,0.556,0.465,0.08,0.091,0.085,0.385,0.435,0.408,0.773,0.806,0.789
"In other words, we need to be gritty  about getting our kids grittier.",换句话说，我们只有自己变得更有毅力 才能让我们的孩子变得更有毅力。,换句话说，我们需要坚韧不拔，让我们的孩子变得更加坚韧。,52.319,48.383,45.367,42.403,44.755,38.362,46.875,0.571,0.667,0.615,0.4,0.462,0.429,0.474,0.643,0.545,0.832,0.854,0.843
Thank you.,谢谢大家！,谢谢。,34.228,29.642,28.254,0,38.889,29.167,60,0.333,0.5,0.4,0,0,0,0.333,0.5,0.4,0.734,0.834,0.781
"Growing up in Taiwan  as the daughter of a calligrapher,  one of my most treasured memories  was my mother showing me the beauty, the shape  and the form of Chinese characters.",我在台湾长大。 作为一位书法家的女儿， 我最珍贵的记忆之一 是妈妈为我展示了 汉字的形意之美。,作为一位书法家的女儿，我在台湾长大，我最珍贵的记忆之一就是我的母亲向我展示了汉字的美丽、形状和形式。,74,67.31,63.401,59.426,52.508,45.007,37.209,0.783,0.692,0.735,0.667,0.581,0.621,0.643,0.545,0.59,0.933,0.898,0.915
"Ever since then, I was fascinated  by this incredible language.",从那时起， 我开始着迷于这美妙的语言。,从那时起，我就对这种不可思议的语言着迷。,65,52.315,42.363,34.033,28.616,24.528,50,0.636,0.636,0.636,0.3,0.3,0.3,0.545,0.545,0.545,0.872,0.846,0.859
